22657,98394,54736,66610,26390,0
20876,90882,54736,58845,24657,0
20876,92920,54736,57927,24423,0
20690,92920,54315,57033,24192,0
20876,88923,54736,57927,23964,0
20783,90882,54315,57477,24077,0
20783,95042,55736,57477,23964,0
20876,90882,54315,57927,24192,0
20783,89893,55315,57927,24192,0
20783,90882,55736,57477,24192,0
20690,90882,55315,57477,24192,0
20783,90882,55736,58845,24077,0
20876,91891,56163,58383,24192,0
20783,90882,55736,57927,24192,0
20783,90882,55315,57927,24077,0
20690,90882,55736,57477,24077,0
20783,89893,54315,57477,24307,0
20690,90882,55736,58383,23964,0
20690,90882,55315,57477,24307,0
20783,90882,55736,57477,24192,0
20783,90882,55315,57927,24077,0
22142,93970,60270,61252,29801,0
22244,93970,62270,61754,29801,0
22041,91891,60150,61754,29801,0
22142,95042,63270,62263,29646,0
22041,93970,59270,61252,29801,0
22041,92920,59789,61754,29646,0
22041,95042,59788,61252,29646,0
22041,95042,59787,61252,29646,0
21941,92920,59788,61252,29801,0
22041,93970,59788,62779,29340,0
21941,91891,59313,61252,29646,0
21941,90882,59788,61754,29493,0
21742,92920,59788,61252,29646,0
21841,90882,59788,60757,29646,0
21941,91891,59313,60757,29646,0
21841,92920,59788,60757,29801,0
21742,92920,58845,61754,29646,0
21941,90882,59313,61754,29493,0
21841,91891,59313,61252,29801,0
21841,91891,59788,60757,29646,0
20056,91891,59313,66038,36739,0
20056,92920,59313,66038,36314,0
20056,90882,59313,65475,36104,0
19968,90882,59313,66038,36104,0
19968,90882,59313,65475,36104,0
19968,90882,55736,65475,35897,0
19968,90882,55736,65475,36104,0
19968,89893,55736,65475,36104,0
19968,90882,55736,64920,35897,0
19968,89893,55736,65475,35897,0
19968,91891,55736,65475,36104,0
19968,91891,55736,65475,35897,0
19880,90882,55315,65475,35897,0
19880,89893,55736,65475,35897,0
19880,93970,55315,65475,35897,0
19880,92920,55736,65475,35897,0
22553,98394,55315,68378,35897,0
22553,97253,55315,68378,36104,0
22553,97253,55736,68378,36104,0
22553,98394,55315,67779,36104,0
22553,97253,55736,67779,35897,0
22553,97253,56163,67779,36104,0
22553,97253,55736,68378,36314,0
22553,97253,55315,67779,36314,0
22553,97253,55736,68378,36739,0
22553,97253,55315,67779,36525,0
22553,97253,55736,67779,36525,0
22449,97253,55315,67190,36525,0
22553,97253,55736,67190,36525,0
10752,32104,23951,21064,64920,1
11008,26651,23074,23189,65475,1
11008,26651,23074,23081,64920,1
11008,26520,23074,23298,65475,1
10965,26390,23181,23298,65475,1
11008,26520,25114,23081,64920,1
11008,26520,25235,23189,64920,1
11008,26520,25235,23189,66038,1
11052,26390,24523,23081,65475,1
11008,26784,24639,23189,67190,1
11008,26651,24523,23081,64920,1
11052,26390,24639,23081,67190,1
11052,26520,24523,23189,65475,1
11008,26651,24639,23189,64373,1
11008,26520,28695,23407,67190,1
11008,26520,25726,23298,66038,1
11008,26520,24407,23298,65475,1
11008,26520,24292,23298,66038,1
10922,26784,24064,23189,65475,1
10922,26520,24177,23081,65475,1
10837,26520,23839,23189,65475,1
9632.1,27598,23951,20415,67190,1
9670,27737,24292,20598,66610,1
9670,27737,24994,20783,66038,1
9632.1,27878,23727,20876,67779,1
9670,27878,23727,20970,66610,1
9670,28019,23727,21159,66038,1
9632.1,28161,24523,21159,65475,1
9670,28019,24064,21159,65475,1
9670,28161,23727,21255,64920,1
9670,28019,26231,21255,64920,1
9670,28019,26751,21159,65475,1
9708.1,28305,25479,21255,64920,1
9708.1,28305,26360,21255,64920,1
9708.1,28449,26490,21351,65475,1
9708.1,28161,25726,21448,64373,1
9708.1,28595,25726,21448,65475,1
9708.1,28449,25977,21643,64373,1
9708.1,28595,27017,21742,65475,1
9746.3,28742,24064,21742,63834,1
9746.3,28742,26490,21742,64920,1
8627.2,28890,23951,19279,58383,1
8695.6,29039,23951,19195,58383,1
8695.6,29189,24064,19195,57927,1
8695.6,29189,23951,19279,57927,1
8729.9,29340,24064,19279,57927,1
8729.9,29493,23951,19363,57477,1
8729.9,29493,23951,19448,57477,1
8729.9,29646,23951,19448,57477,1
8764.4,29646,23951,19534,57477,1
8764.4,29801,23951,19534,57477,1
8729.9,29646,24064,19534,57477,1
8764.4,29801,24292,19619,57033,1
8764.4,29957,26784,19619,57033,1
8764.4,29957,26917,19706,57033,1
8764.4,29801,26917,19706,57033,1
8764.4,29957,26917,19793,57033,1
8764.4,30114,27051,19793,57033,1
8799,30114,27051,19793,57033,1
8130,25626,27051,19279,63303,1
8097.8,25751,27186,19448,62779,1
8097.8,25877,27051,19619,62263,1
8097.8,25751,27051,19706,61754,1
8097.8,25751,27051,19880,61252,1
8097.8,25751,27186,20056,61252,1
8097.8,25626,27186,20145,61252,1
8097.8,25751,27051,20415,60757,1
8097.8,25751,27051,20690,60757,1
8097.8,25751,27051,20783,60270,1
8097.8,25751,27051,20783,60757,1
9519.3,66610,45038,38519,43910,2
9519.3,64373,45376,38289,43910,2
9482,65475,44703,38752,44780,2
9482,64920,44703,38519,44197,2
9519.3,65475,44703,38519,44197,2
9519.3,65475,44703,38289,44487,2
9556.8,65475,44703,38519,43910,2
9556.8,64373,44703,38519,43910,2
9556.8,64920,44703,38519,44487,2
9519.3,64920,44703,38752,43627,2
9556.8,66610,44703,38986,43910,2
9556.8,64920,56268,38752,45076,2
9556.8,66038,44373,38986,44780,2
9556.8,65475,44703,38752,43910,2
9594.4,66038,44373,38752,44780,2
10501,66038,44373,38752,47565,2
10378,66038,44373,38752,45984,2
10257,65475,44373,38752,44487,2
10257,65475,44373,38062,44487,2
10257,64920,44373,38062,44197,2
10216,64920,44373,37613,43910,2
10216,64920,42521,37836,44487,2
10257,65475,42521,37836,44197,2
10216,65475,42521,37613,45678,2
10216,66038,42793,37836,45076,2
10216,65475,42521,38062,45076,2
10216,66038,42521,37836,44780,2
10176,66038,42521,37836,44780,2
10216,66610,42521,37391,44780,2
10176,67190,42521,37613,44487,2
10176,66610,42521,37391,44197,2
10176,66610,42252,37613,44197,2
10216,66610,42521,37391,43910,2
10216,66610,42521,37613,43910,2
10176,67779,42521,37391,44487,2
10216,73517,42252,38986,45678,2
10216,71513,42521,38986,45678,2
10257,72838,42521,38986,45678,2
10257,72838,42252,38986,45678,2
10257,73517,42521,38986,45678,2
10257,72838,42252,38986,45678,2
10257,72170,42252,38986,45678,2
10257,72838,42521,38986,45678,2
10257,71513,42252,38986,45678,2
10257,71513,42252,38986,45678,2
10257,71513,42252,38986,45678,2
10297,71513,43627,38986,45678,2
10297,72170,43627,38986,45678,2
10257,71513,43627,38986,45678,2
10257,71513,43627,38752,45678,2
10297,71513,43627,38986,45678,2
10297,71513,43627,38986,45678,2
10297,71513,43627,38986,45678,2
10297,71513,43627,38752,45984,2
10297,70866,43627,38986,45984,2
11633,72838,43627,46606,34109,2
11633,72170,43346,46606,33918,2
11633,72838,43627,46606,34109,2
11633,72170,43627,46606,34109,2
11633,72838,43627,46606,33918,2
11587,72170,43627,46606,34109,2
11587,72838,43627,46293,34109,2
11633,72170,43346,46293,34109,2
11679,78601,41201,19880,34886,5
11679,77837,41460,19968,34886,5
11679,77837,41201,19968,34886,5
11679,78601,41460,20056,34689,5
11679,80169,41721,20235,34886,5
11679,78601,41201,20325,34886,5
11679,79378,41201,20325,34886,5
11679,78601,40945,20415,34886,5
11679,78601,41201,20415,35084,5
11679,79378,41201,20506,35285,5
11679,78601,41201,20598,35691,5
11679,78601,41201,20598,35897,5
14145,76348,41201,15601,38062,5
14202,75623,41201,15665,38519,5
14202,76348,41201,15665,38519,5
14260,76348,41201,15665,38519,5
14202,75623,41201,15665,38519,5
14260,76348,41201,15665,38986,5
14260,76348,41201,15665,38986,5
14202,76348,41201,15665,38752,5
14202,75623,41201,15665,38519,5
14202,75623,41201,15665,38289,5
14202,75623,41201,15665,38519,5
14202,76348,41201,15665,38519,5
14202,76348,41201,15665,38519,5
14202,75623,41201,15730,38519,5
14202,76348,41201,15665,38519,5
14202,76348,40945,15665,38752,5
14202,76348,41201,15730,38752,5
14202,76348,41201,15730,38752,5
10584,82628,41721,57477,49936,6
9708.1,86123,41985,62263,60757,6
9670,86123,41460,58845,61754,6
9632.1,85225,41460,58845,59788,6
9594.4,87039,41721,60757,60270,6
9594.4,86123,41460,59313,60270,6
9594.4,88923,41721,66038,61252,6
9632.1,85225,41721,58845,60270,6
9632.1,85225,41460,56595,61252,6
9594.4,86123,41721,54082,59788,6
9594.4,85225,41721,58383,59788,6
9594.4,87039,41721,53286,59313,6
9594.4,86123,41721,60270,61252,6
9594.4,84343,41721,52510,59788,6
9594.4,84343,41721,60757,59313,6
9556.8,85225,41721,52129,60270,6
9556.8,86123,41721,59788,60270,6
9556.8,85225,41721,58383,59788,6
9556.8,85225,41721,63834,59313,6
9556.8,84343,41985,57927,59788,6
9556.8,84343,41460,56163,59788,6
8358.7,78601,41721,60757,52510,6
11587,72170,43627,46293,34109,2
11587,72170,43346,46293,34109,2
11587,72170,43346,46293,33918,2
11587,72170,43346,46293,34109,2
11587,72170,43346,46293,34109,2
11587,72170,43627,46293,34109,2
11541,72170,43627,46293,34109,2
11587,72170,44703,46293,34109,2
11541,72170,44703,46293,34109,2
11541,71513,44703,46293,34109,2
11541,72170,44703,46293,34109,2
11541,72170,44703,46293,34109,2
10297,61252,44703,44780,52896,2
10018,58845,56268,43346,51380,2
9978.6,58845,44373,42521,51012,2
9978.6,58383,44703,42252,51012,2
9939.5,57927,44373,42252,50649,2
9939.5,57927,44373,41985,50649,2
9939.5,57477,44373,41985,50290,2
9939.5,57477,44373,41985,50290,2
9939.5,57477,44373,41985,49936,2
9939.5,57477,44373,41985,50290,2
9939.5,57477,44373,41985,50290,2
9939.5,57477,42521,41985,50290,2
9939.5,57477,42521,41985,50290,2
9939.5,57033,42521,41985,50290,2
9939.5,57477,42793,41985,50290,2
9939.5,57033,42521,42252,50290,2
9939.5,57477,42521,41985,50290,2
9939.5,57477,42521,41985,50290,2
9939.5,57033,42521,41985,50290,2
9939.5,57033,42521,41985,50290,2
9261,65475,42521,45984,39223,2
9261,65475,42252,45984,39223,2
9261,65475,42521,45984,39223,2
9261,65475,42521,45984,39462,2
9261,65475,42521,45678,39462,2
9261,65475,42252,45984,39462,2
9261,65475,42521,45984,39462,2
9261,65475,42521,45984,39462,2
9261,65475,42252,45984,39462,2
9261,65475,42521,45984,39703,2
9261,65475,43627,45984,39462,2
